source,keyword,title,company,industry,location,employment_type,experience,skills,salary,deadline,url,crawled_at,description
잡코리아,데이터분석,[이노션] 데이터 엔지니어 (Customer Data Platform) (계약직),㈜이노션,,서울 강남구,계약직(근무기간 12개월),1,"SQL, BigQuery, 데이터 마트, 데이터 정제, GA4","회사 내규에 따름
(면접 후 결정)",2026-06-14,https://www.jobkorea.co.kr/Recruit/GI_Read/49306125,2026-06-12 09:35,"

 




고용형태

	 계약기간	

포지션명 

	

연차

	

근무지 







계약직




	 1년	

데이터 엔지니어 

(Customer Data Platform)

	

1년 이상

	

본사













데이터팀




데이터팀은 데이터 분석 - 엔지니어 - 컨설팅 및 비즈니스 인사이트 등을 담당하는 전문가들로 구성되어 있습니다.

글로벌 자동차 브랜드의 플랫폼 및 마케팅 데이터 전 과정을 책임지며, 흩어진 고객 데이터를 연결·표준화해 

일관된 고객 경험을 만들고, 데이터 기반 인사이트로 비즈니스 성장에 기여합니다.
















■ 업무내용




 - 글로벌 자동차 브랜드의 원웹/앱의 고객 행동 데이터 수집 환경 설계·운영 (GA4 중심, GTM 등)

 - GA4·MMP·CRM·VoC·ICDB·HMG 고객DB 등 다중 소스 데이터를 GCP BigQuery로 통합하고 데이터 표준 수립

 - 분석·BI·마케팅이 즉시 활용 가능한 데이터 마트 설계·구축·운영

 - Agent Builder 기반 GenAI 데이터 활용 환경 구성 및 데이터 정제

 - 데이터 품질·정합성 관리, 개발 가이드 문서화 (Confluence·Jira 기반 협업)
















■ 지원자격 




 - 전문학사 이상

 - SQL을 능숙하게 다루고 데이터 가공·파이프라인을 직접 설계해본 분

 - GA4 또는 디지털 행동 데이터 수집 구조(이벤트·파라미터 설계)를 이해하고 운영해본 경험을 보유하신 분

 - BigQuery 등 클라우드 데이터 웨어하우스 실무 경험을 보유하신 분

 - 데이터 표준·스키마·품질 관리에 대한 감각

 - 최종합격 후, 지정 입사일에 입사 가능하신 분

 - 해외 출장에 결격 사유가 없는 분 (남성의 경우, 회사가 지정한 입사일까지 병역을 마쳤거나 면제되신 분)
















■ 우대사항




 - GCP 생태계(BigQuery, Dataflow, Agent Builder, Vertex AI 등) 활용 경험

 - MMP(앱 어트리뷰션)·CRM·VoC 등 고객·마케팅 데이터 통합 경험

 - 대규모 B2C(완성차·이커머스 등) 고객 데이터 환경 경험

 - GenAI·RAG를 위한 데이터 정제/구조화 경험

 - Javascript·HTML·CSS 등 개발 언어 이해도













■ 지원서 접수




 - 공고가 게시된 기간 내 접수 (지원서는 제출완료 된 건에 한하여 검토)

 - 이노션 채용 홈페이지의 온라인 입사 지원서 제출
















■ 채용전형




 - 서류전형  -  1,2차 면접전형  -  인성검사  -  입사
















■ 기타사항




 - 상시채용 특성상, 전형 일정이 변동 될 수 있습니다.

 - 전형 별 합격자에 한하여 개별 안내 예정입니다.

 - 입사지원서 기재사항 또는 제출서류 중 허위사실이 있는 경우 합격이 취소될 수 있습니다.

 - 전형대상자에 한하여 별도의 증빙서류를 요청할 수 있습니다.

 - 취업보호대상자(장애, 보훈 등)는 관계 법령에 의거하여 우대합니다.

 - 정상근무가 불가능할 경우, 합격이 취소되거나 전형상 불이익이 있을 수 있습니다.










 "
잡코리아,데이터분석,[(주)피죤] 영업기획팀 신입 및 경력사원 모집,피죤,,서울 강남구,정규직(수습 3개월),4,KPI,회사 내규에 따름,2026-06-16,https://www.jobkorea.co.kr/Recruit/GI_Read/49292991,2026-06-12 09:35,"포지션 및 자격요건

영업기획팀
( ○명 )

	

담당업무

ㆍ경영계획 관리

ㆍ채널 / 브랜드별 영업 전략 및 효율성 분석

ㆍ4P 전략 수립

ㆍ채널 / 브랜드별 예산 및 손익 관리

ㆍ데이터 분석 및 경쟁사 동향 점검

ㆍ영업사원 KPI 및 도급 업무 관리




실기 테스트

ㆍ1차 면접 시 엑셀 실기 테스트 진행




자격요건

ㆍ학력 : 대졸이상

ㆍ경력 : 신입·경력4년↑




우대사항

ㆍ발표력, PPT, 엑셀 Skill 우수자

ㆍAI관련 지식 보유자

ㆍ논리적 사고 및 역량 우수자




전형절차

ㆍ서류전형 > 1차면접 > 2차면접 > 채용검진 > 최종합격

ㆍ면접일정은 추후 통보됩니다.




처우조건

ㆍ고용형태 : 정규직

ㆍ급여 : (대졸 신입사원) 초봉 4,300만원 / (경력직) 회사 내규 따름

ㆍ근무지 : 서울 강남구 논현로 531 (주)피죤 

ㆍ근무요일/시간 : 08:30~17:30




유의사항

ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.


"
잡코리아,데이터분석,[세종 근무/고급개발자] 기후에너지 데이터표준화 품질 개선 및 분석,이니넥스트㈜,,"세종전지역, 서울 구로구",프리랜서(근무기간 5개월),,전처리,"회사 내규에 따름
(면접 후 결정)",2026-06-13,https://www.jobkorea.co.kr/Recruit/GI_Read/49282644,2026-06-12 09:35,"[세종 근무/고급개발자]

기후에너지 데이터표준화 품질 개선 및 분석

이니넥스트㈜는 2025년에 설립된 회사로 자본금 200억원, 매출액 24억23백만, 사원수 33명 규모의 중소기업입니다. 서울 구로구 디지털로26길 61 (구로동, 에이스하이엔드타워2차)에 위치하고 있으며, 소프트웨어개발, 정보처리및 제공기술사업을 하고 있습니다.

포지션 및 자격요건

데이터 개발
( 1명 )

	

담당업무

- 기후·에너지·환경 데이터 분석 과제 발굴 및 포맷 정의

- 데이터 전처리(EDA) 및 머신러닝 기반 AI 모델링·검증

- GIS 기반 대시보드 시각화 및 정례 운영 매뉴얼 제작




자격요건

- 고급개발자

- 데이터 분석 및 AI 모델링 가능한 분
- 머신러닝 알고리즘 설계, 전처리, 검증 주도 가능자




우대사항

- 기후·에너지·환경 공공 프로젝트 경험자
- GIS 공간 분석 및 대시보드 구현 경험자
- 공공기관 대상 기술 산출물(보고서, 매뉴얼) 작성 우수자




**지원 시, 프로필 첨부 부탁드립니다.




전형절차

ㆍ서류전형 > 비대면 인터뷰 >  최종합격

ㆍ면접일정은 추후 통보됩니다.




유의사항

ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.


"
잡코리아,데이터 분석가,데이터 분석가,㈜카카오스타일,,경기 성남시 분당구,정규직(협의),,"SQL, 데이터 마트, A/B, 통계, Python",회사 내규에 따름,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49085090,2026-06-12 09:35,"데이터 분석가

포지션 및 자격요건

데이터 분석가

다음 업무를 통해 목표를 달성해요

ㆍ유저플랫폼

    - 지면별 개인화 추천 고도화를 위한 개선 포인트를 발굴하고 구현해요.

    - 서비스 및 유저 세그먼트 분석을 통한 개선점을 도출하고 적용해요. 

    - UI 개선 사항 반영 전 A/B Test를 설계하고 수행해요.  

    - 지면 이상치 및 우수 신상 등 전시 감지 로직을 설계하고 시스템에 적용해요.

ㆍ파트너플랫폼

    - 파트너 플랫폼 프로덕트의 개선점을 도출하고 적용해요.  

    - 파트너 관리 고도화를 위한 프레임을 구축하고 개선해요. 

    - 어뷰징 감지 로직을 설계하고 적용해요.

ㆍ커머스플랫폼

    - 혜택의 개인화와 효율화 등 최적화 방안을 분석하고 테스트해요.  

    - 리뷰, 체험단 등 유저 참여형 기능/제품을 분석하고 개선해요. 




이런 분과 함께하고 싶어요

ㆍ스타트업, IT 기업 등 플랫폼 데이터 분석 경력 5년 이상 혹은 이에 준하는 역량을 보유하신 분 

ㆍSQL을 활용해 분석용 데이터 설계 및 산출이 가능하신 분

ㆍAirflow를 활용한 분석 데이터 마트 설계/생성/활용 경험이 있으신 분

ㆍ로그 데이터부터 비즈니스 성과 데이터까지 다양한 데이터를 핸들링하고 분석해 본 경험이 있으신 분

ㆍ사용자 관점에서 문제를 정의하고, 수립된 가설을 바탕으로 통계적 분석 설계와 수행할 수 있으신 분 




이런 분이라면 더욱 환영해요

ㆍ커머스 플랫폼 기업에서 3년 이상의 데이터 분석 경험이 있으신 분  

ㆍSQL, Python 활용 능력이 뛰어나신 분 

ㆍ호기심과 탐구심이 많아 새로운 문제를 적극적으로 발굴하고 해결하는 것을 즐기시는 분

ㆍ긍정적인 태도를 바탕으로 건설적인 피드백과 개선 방향을 제시할 수 있으신 분

ㆍ능숙한 데이터 핸들링 스킬을 바탕으로 빠르게 데이터 구조를 이해하고 활용할 수 있으신 분 




기타사항

ㆍ접수기간 : 상시채용(채용시마감)

ㆍ접수방법 : 당사 채용 홈페이지 지원

ㆍ자세한 상세요강은 반드시 채용 홈페이지에서 직접 확인해 주시기 바랍니다.





   기업 채용 홈페이지 바로가기 click   "
잡코리아,데이터 분석가,[에코마케팅]데이터 분석가(DA) 경력 채용,㈜에코마케팅,,서울 송파구,정규직,1,,회사 내규에 따름,2026-06-14,https://www.jobkorea.co.kr/Recruit/GI_Read/49295988,2026-06-12 09:35,
잡코리아,데이터 분석가,데이터 분석가 경력직 채용,에스케이쉴더스㈜,,서울 강남구,정규직(수습 3개월),5,,"회사 내규에 따름
(면접 후 결정)",2026-06-21,https://www.jobkorea.co.kr/Recruit/GI_Read/49348267,2026-06-12 09:35,"
 "
잡코리아,데이터 분석가,[기어세컨드] 데이터 분석가 채용,㈜기어세컨드,,서울 성동구,정규직(수습 3개월),,,"연봉 4,000~8,000만원
(면접 후 결정)",2026-07-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49123716,2026-06-12 09:36,
잡코리아,데이터 분석가,[효성ITX] 데이터 분석가,효성ITX㈜,,서울 영등포구,정규직,0,,"회사 내규에 따름
(면접 후 결정)",2026-07-05,https://www.jobkorea.co.kr/Recruit/GI_Read/49116058,2026-06-12 09:36,
잡코리아,데이터 분석가,데이터 분석가 (경력),㈜더블다운인터액티브,,서울 강남구,정규직(수습 3개월),4,"SQL, A/B, 통계, Python","회사 내규에 따름
(면접 후 결정)",2026-07-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49244036,2026-06-12 09:36,"주요 업무

게임 서비스의 성장과 밸런스를 위해 데이터 전반의 흐름을 관리하고 분석합니다.

- A/B Test 리딩: 테스트 설계부터 실행, 모니터링, 결과 리포트까지 전 과정 담당

- 게임 밸런싱: 통계 분석을 활용한 게임 레벨 및 난이도 밸런싱 최적화

- 지표 관리: 실시간 게임 지표 모니터링 및 데이터 이상 징후 탐지

- 인사이트 도출: 유저 행동 데이터 분석을 통해 서비스 개선을 위한 인사이트 발굴

- 의사결정 지원: 데이터에 기반한 객관적 근거를 제시하여 유관 부서 지원

자격 요건

데이터 실무 역량과 더불어 게임과 유저를 이해하고 협업할 수 있는 분을 찾습니다.

- 경력 및 역량: 데이터 분석 실무 경력 4년 이상 보유하신 분

- 기술 스택: SQL, Python을 능숙하게 활용하여 데이터 추출 및 분석이 가능하신 분

- 분석 마인드: 데이터 뒤의 의미를 집요하게 파악하고 논리적으로 의견 전달이 가능한 분

- 게임 이해도: 평소 게임을 즐기며 유저의 관점에서 경험과 패턴을 생각하시는 분

우대 사항

- 게임 또는 IT 라이브 서비스 분야에서 데이터 분석 및 운영을 경험해보신 분

- 대규모 정형/비정형 데이터를 직접 가공하고 분석해 본 경험이 있으신 분

- 경영진 대상의 리포트 작성 및 인사이트 공유 경험이 있으신 분

- 데이터 분석을 통해 서비스의 실질적인 성과(지표 개선 등)를 만들어 본 분

더블유게임즈
더블다운인터액티브
최고의 인재에게 최상의 환경을 제공합니다.
?? 확실하고 투명한 보상
- 업계 최고 수준 초봉 지급
- 연 2회 실적 기반 경영성과급
- 비포괄임금제 운영
	?? 쾌적하고 자율적인 환경
- 역삼역 연결 GFC 오피스
- 9:30~10:30 자유 출근
- 매일 아침 조식 및 간식 제공

?? 눈치 없는 리프레시
- 자유로운 연차 사용 환경
- 미사용 연차 100% 보상
- 생일 축하금 및 조기퇴근
	?? 함께하는 성장문화
- 어학 수업 및 도서비 지원
- 사내 동호회 및 멘토링 지원
- 전사 워크샵 진행
근무 조건 및 전형 절차

- 고용 형태: 정규직 (수습 3개월 / 급여 100% 지급)

- 근무 장소: 서울 강남구 테헤란로 152 강남파이낸스센터(GFC)

- 전형 절차: 서류전형 -> 1차면접 -> 2차면접 -> 최종합격

유의사항

- 서류 허위 기재: 지원서 및 제출 서류 내용이 사실과 다르거나 허위가 발견될 경우, 전형 단계와 관계없이 합격 및 입사가 취소될 수 있습니다.

- 채용서류 반환: 본 채용은 온라인으로 서류를 접수하므로 별도의 서류 반환 의무가 없으며, 채용 종료 후 관련 법령에 따라 안전하게 파기됩니다. (단, 별도 제출한 오프라인 서류가 있는 경우 14일 이내 반환 청구 가능)

- 근로 조건 및 수습기간: 최종 합격자는 입사 후 3개월간의 수습(시용)기간을 거치게 되며, 평가 결과에 따라 본 채용이 거부되거나 계약이 해지될 수 있습니다.

- 평판조회(레퍼런스 체크): 최종 합격 전 또는 입사 후 수습기간 중 지원자의 사전 동의를 얻어 평판조회(레퍼런스 체크, 징계 이력 확인 포함)를 실시할 수 있습니다. 동의를 거부하거나, 조회 결과 결격 사유가 발견될 경우 합격 취소 또는 본채용이 거부될 수 있습니다.

- 기타 사항: 국가등록 장애인 및 국가보훈 대상자는 관련 법령에 의거하여 우대합니다. 해외여행에 결격 사유가 없어야 하며, 남성의 경우 병역필 또는 면제자여야 합니다.

자주 묻는 질문 (Q&A)
 

- 면접 전형은 서류 합격자에 한하여 개별적으로 연락드릴 예정임을 참고 부탁드립니다."
잡코리아,데이터 분석가,[딥다이브] 데이터 분석가,㈜딥다이브(Deepdive Inc.),,서울 성동구,정규직(수습 3개월),2,,"회사 내규에 따름
(면접 후 결정)",상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49030125,2026-06-12 09:36,
잡코리아,데이터 분석가,[미리디] 데이터 분석가 (Data Analyst),㈜미리디,,서울 구로구,정규직(수습 3개월),2,"SQL, Tableau, Google Analytics, A/B, 통계, KPI, 퍼널, 코호트, Python, Amplitude, Databricks","회사 내규에 따름
(면접 후 결정)",2026-07-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49099651,2026-06-12 09:36,"|  회사 소개

""전 세계로 확장 중인 디자인 올인원 플랫폼""

미리디는 `모두가 쉽게 디자인을 통해 세상과 소통하게 하자`는 미션 아래, 2,000만 고객이 사랑하는 올인원 디자인 플랫폼 `미리캔버스`와 국내 1위 온라인 PoD(Print on Demand) 커머스 서비스 `비즈하우스`를 통해 누구나 자신의 아이디어를 손쉽게 실현할 수 있도록 돕고 있습니다. 

미리디는 최고의 인재들과 함께 25년 매출 942억 원을 달성하고, 4년만에 약 5배에 달하는 매출 성장을 기록하며 빠르게 성장해왔습니다. 국내 1위 서비스로 더욱 공고히 자리매김하고, 글로벌 시장에서의 성공 가능성을 입증하고자 올해 `AI 기술 고도화·우수 인재 영입·해외 현지화 마케팅`에 집중하고 있습니다. 

빠르게 성장하는 팀의 일원으로서 `글로벌 디자인 표준`을 함께 만들어 갈 동료를 기다립니다. 

[미리캔버스]
누구나 디자인을 통해 자신의 이야기를 표현할 수 있는 세상을 꿈꿉니다. 디자인 지식이 없어도 다양한 템플릿과 요소로 나만의 창의적인 작품을 만들 수 있습니다.
25년 기준 가입자 2,000만 명을 돌파하고, 국내를 넘어 글로벌을 향해 나아가는 디자인 플랫폼 미리캔버스로 자유로운 표현의 세상을 경험해보세요. 

[비즈하우스]
원하는 상품을 내 손으로 직접 디자인해 나만의 맞춤 상품을 만들어 보세요. 손쉬운 디자인 에디터와 수십 만 개 무료 샘플 디자인으로, 누구나 원하는 상품을 소량으로 맞춤 제작할 수 있습니다.
재구매 고객 80%, 26년 소상공인 대상 브랜드 선호도 1위에 빛나는 비즈하우스에서 혁신적인 디자인 인쇄 출력 서비스를 경험해보세요.







 |  직무 소개

“미리인은 충분히 소통하고, 데이터 기반으로 실행하여 높은 기준으로 목표를 달성합니다.”

우리는 데이터가 단순한 숫자가 아닌, 사람들의 창작 활동을 이해하고 더 나은 디자인 경험을 만드는 핵심이라고 믿습니다.

미리디는 데이터로 문제를 정의하고, 해결책을 제시하며, 비즈니스와 프로덕트의 성장 기회를 찾습니다. 그리고 데이터 분석가는 그 모든 과정에 핵심적인 역할을 하며 서비스 및 전사 비즈니스의 방향을 결정하는 중요한 전략가로서의 역할을 수행합니다.

또한 전사 관점에서 주요 지표를 정의하고 모니터링하며, CEO와 주요 리더들이 빠르게 의사결정을 내릴 수 있도록 신뢰도 높은 BI 리포트와 대시보드를 제공합니다. 단순히 숫자를 나열하는 것을 넘어, 복잡한 데이터를 요약해 핵심 메시지로 전달하고 조직의 방향성을 뒷받침하는 역할도 함께 수행합니다.




스쿼드의 일원으로 PM, PD, 엔지니어 등 다양한 직무와 협업하여 데이터 기반 의사결정을 지원합니다. 고객 행동을 분석하고, 이를 통해 프로덕트 개선을 위한 실질적인 인사이트를 제공합니다. 또한, 회사 전략 방향을 설정하고 비즈니스 성과를 극대화하는 데 기여합니다.




우리는 데이터플랫폼팀과 함께 데이터 거버넌스 정책과 프로세스를 개선하며, 회사의 데이터 리터러시를 더욱 발전시킬 수 있도록 노력합니다. 

빠르게 변화하는 시장에서 데이터를 중심으로 조직과 함께 성장하고 싶은 분을 찾습니다.




""미리디 DI팀에 합류하면 이런 경험을 할 수 있어요""

고객으로부터 시작하고, 고객에 몰입하는 경험: 데이터를 통해 고객의 문제를 찾고, 고객의 행동을 분석하여 진정한 니즈와 해결책을 찾아내기 위해 노력합니다.
프로덕트/비즈니스 개선 Full Cycle에 참여: Commerce, Subscription, Platform, Design 등 여러 도메인의 스쿼드에 참여하여, 스프린트 단위로 프로덕트를 개선하는 사이클에 참여하고 의사결정을 지원합니다.
다양한 프로덕트 및 시각화 도구 경험: Amplitude, Databricks, Tableau와 같은 다양한 도구들을 적극적으로 활용하며 최고 수준의 전문성을 지향합니다.
전사 관점의 BI 경험: 전사 핵심 지표를 정의하고, CEO·리더십이 보는 대시보드와 리포트를 설계·운영하며 조직의 의사결정 속도와 품질을 높이는 경험을 할 수 있습니다.







|  지원 도메인을"
